,icd10 chapter,target,prevalence,time_stamp,recall,precision,f1-score,pr_auc,roc_auc,brier_score_loss,random_seed,target_label,training_percentage,estimator,featurizer,estimator_label
346,Diseases of the genitourinary system,14,15.139442231075698,08-27-2023-09-26-24,0.007518796992481203,0.4,0.014760147601476014,0.36264863668305336,0.7590606294408052,0.11301641276149808,4,14,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
347,Diseases of the genitourinary system,14,15.139442231075698,08-27-2023-02-04-00,0.007518796992481203,0.2222222222222222,0.014545454545454545,0.3259730936113594,0.748710306954509,0.11519053017927665,3,14,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
348,Diseases of the genitourinary system,14,15.139442231075698,08-25-2023-10-41-08,0.03007518796992481,0.5333333333333333,0.05693950177935943,0.30697386813698513,0.7289930056529654,0.11844219293538343,0,14,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
349,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-28-2023-13-06-19,0.6376811594202898,0.8148148148148148,0.7154471544715448,0.7841035572842144,0.9860653204203585,0.01680957624756172,1,15,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
350,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-26-2023-20-57-38,0.0,0.0,0.0,0.04707165725118487,0.5196699635964008,0.038146026397865296,1,15,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
351,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-25-2023-13-33-13,0.2318840579710145,0.9411764705882353,0.372093023255814,0.7698623668260995,0.9850264441239096,0.019667798488867017,0,15,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
352,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-27-2023-13-17-21,0.0,0.0,0.0,0.7660323688491577,0.9813002266639193,0.023781688361019293,4,15,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
353,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-26-2023-22-50-31,0.0,0.0,0.0,0.02587496530732915,0.3146163884882204,0.04064175265440535,3,15,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
354,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-28-2023-17-13-56,0.0,0.0,0.0,0.2023184141765641,0.9096692767360396,0.03686730316216051,4,15,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
355,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-27-2023-02-45-14,0.6811594202898551,0.7833333333333333,0.7286821705426356,0.7722702251537251,0.9850006868603614,0.016958478988203508,3,15,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
356,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-26-2023-18-59-46,0.7101449275362319,0.7903225806451613,0.7480916030534351,0.791568854456285,0.9868122810632598,0.0158839697108816,2,15,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
357,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-26-2023-22-03-13,0.0,0.0,0.0,0.26767841975360085,0.9036678343292808,0.03515786199727311,2,15,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
358,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-27-2023-07-35-06,0.14492753623188406,0.9090909090909091,0.25,0.7744563376228217,0.9793856034068273,0.020217386832977833,4,15,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
359,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-25-2023-16-42-15,0.21739130434782608,1.0,0.3571428571428571,0.7524805146170351,0.9838244384916547,0.021193068388715243,0,15,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
360,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-25-2023-20-53-15,0.6376811594202898,0.7857142857142857,0.7039999999999998,0.77608927065918,0.9863314788103579,0.017090973897748482,1,15,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
361,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-25-2023-11-03-13,0.0,0.0,0.0,0.6337366245914944,0.976062916409094,0.02959994302626639,0,15,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
362,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-26-2023-22-25-30,0.0,0.0,0.0,0.02544652381383799,0.3014458410605124,0.040003878740150475,3,15,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
363,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-27-2023-10-06-38,0.2463768115942029,0.85,0.38202247191011235,0.7891371801139847,0.9846143279071364,0.019502206093389093,4,15,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
364,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-26-2023-20-38-31,0.0,0.0,0.0,0.3335813929895906,0.9287124802527646,0.032031793125044165,0,15,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
365,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-26-2023-21-39-24,0.0,0.0,0.0,0.04981057359723208,0.568042104540147,0.03773970750241064,2,15,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
366,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-26-2023-21-19-17,0.0,0.0,0.0,0.27651108695747584,0.9218352908853631,0.03275253351606868,1,15,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
367,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-28-2023-17-37-46,0.0,0.0,0.0,0.15693290338737717,0.8887629644893194,0.03675581529312472,4,15,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
368,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-25-2023-18-33-55,0.028985507246376812,1.0,0.05633802816901409,0.7801658970616682,0.9843653410261693,0.02234881277379215,1,15,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
369,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-27-2023-00-12-53,0.11594202898550725,1.0,0.20779220779220778,0.7779037392415582,0.986108249192939,0.021337884150558636,3,15,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
370,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-26-2023-13-52-52,0.43478260869565216,0.8571428571428571,0.5769230769230769,0.702396943821266,0.9658286970258946,0.020925491124039172,2,15,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
371,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-26-2023-16-13-59,0.6811594202898551,0.7966101694915254,0.7343750000000001,0.7751376965652537,0.9817724431623052,0.01637127429067629,2,15,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
372,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-27-2023-05-36-31,0.6811594202898551,0.7966101694915254,0.7343750000000001,0.7953443769077574,0.9872501545435812,0.016001032258971783,3,15,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
373,"Pregnancy, childbirth and the puerperium",15,3.927148548662493,08-26-2023-20-17-18,0.0,0.0,0.0,0.13289478341708744,0.8622501545435812,0.03776855640530116,0,15,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
374,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-26-2023-22-56-32,0.0,0.0,0.0,0.02606165730288019,0.5574599498166377,0.01675366204418436,3,17,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
375,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-26-2023-20-21-02,0.0,0.0,0.0,0.018562226274547965,0.5090523065045358,0.016811701630859304,0,17,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
376,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-27-2023-07-56-46,0.0,0.0,0.0,0.20518097188539483,0.7003281219841729,0.01568527702946072,4,17,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
377,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-26-2023-19-41-58,0.1,1.0,0.18181818181818182,0.3039424049337116,0.6631152287203242,0.01436774581056802,2,17,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
378,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-28-2023-13-50-27,0.0,0.0,0.0,0.3153183099276829,0.6929743292800618,0.014723080079507168,1,17,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
379,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-26-2023-22-30-20,0.0,0.0,0.0,0.013610135773837632,0.4032233159621694,0.017598384477709457,3,17,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
380,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-27-2023-10-48-32,0.03333333333333333,1.0,0.06451612903225806,0.3093147285599793,0.7251881876085697,0.01456831293648663,4,17,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
381,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-27-2023-00-35-45,0.0,0.0,0.0,0.2349546572322787,0.7207488901756418,0.01585607673250966,3,17,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
382,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-26-2023-20-44-12,0.0,0.0,0.0,0.025595006226280494,0.5667824744257866,0.016885397938114347,0,17,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
383,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-28-2023-17-18-05,0.0,0.0,0.0,0.03151622116519326,0.6301872225439105,0.01719856087270777,4,17,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
384,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-27-2023-13-51-10,0.0,0.0,0.0,0.34773884267842037,0.7650067554526153,0.014699009912712417,4,17,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
385,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-25-2023-18-54-52,0.0,0.0,0.0,0.2574911897361128,0.7248021617448369,0.01597673999860831,1,17,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
386,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-26-2023-21-43-43,0.0,0.0,0.0,0.013878626333602996,0.3976259409380428,0.017546656154178348,2,17,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
387,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-26-2023-16-48-28,0.0,0.0,0.0,0.29595650253981787,0.6804670912951168,0.014660858881768076,2,17,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
388,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-25-2023-11-30-42,0.0,0.0,0.0,0.1548337004750672,0.6811233352634627,0.016432639513703936,0,17,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
389,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-25-2023-21-31-41,0.0,0.0,0.0,0.2722148863556963,0.7314804091874155,0.014821848203191245,1,17,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
390,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-27-2023-03-19-58,0.0,0.0,0.0,0.3081491724977588,0.7232773595830921,0.014538703433014982,3,17,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
391,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-28-2023-17-43-15,0.0,0.0,0.0,0.036419575738268116,0.6307469600463231,0.016772349551887538,4,17,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
392,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-27-2023-06-11-23,0.0,0.0,0.0,0.27793151304768127,0.6802547770700637,0.016040777431704074,3,17,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
393,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-26-2023-21-01-24,0.0,0.0,0.0,0.016929254997867224,0.44906388728044777,0.017730779815529344,1,17,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
394,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-26-2023-14-14-07,0.03333333333333333,1.0,0.06451612903225806,0.18567544168813646,0.6865180467091296,0.015504439572826136,2,17,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
395,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-26-2023-22-09-30,0.0,0.0,0.0,0.021382273333610355,0.5334684423856398,0.016828313581201567,2,17,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
396,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-25-2023-17-23-18,0.03333333333333333,1.0,0.06451612903225806,0.28230332271396524,0.7180081065431383,0.014801535243982573,0,17,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
397,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-26-2023-21-25-10,0.0,0.0,0.0,0.029738709545091446,0.6082609534838834,0.01679351202355368,1,17,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
398,"Congenital malformations, deformations and chromosomal abnormalities",17,1.707455890722823,08-25-2023-14-11-56,0.0,0.0,0.0,0.2789241817512804,0.6967187801582706,0.014665204723090533,0,17,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
399,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-27-2023-08-33-45,0.23946360153256704,0.5980861244019139,0.3419972640218878,0.47382390066236035,0.6910838103215599,0.1885040817871736,4,18,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
400,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-26-2023-21-06-50,0.2681992337164751,0.3867403314917127,0.31674208144796384,0.3703042287533287,0.5929227356632074,0.23467735538649603,1,18,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
401,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-25-2023-12-05-48,0.24329501915708812,0.5799086757990868,0.3427800269905533,0.473164264473692,0.6840554081933393,0.1899175011937385,0,18,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
402,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-28-2023-11-30-24,0.210727969348659,0.5882352941176471,0.31029619181946405,0.46975958796440465,0.6750818248095926,0.19136564640399764,1,18,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
403,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-26-2023-20-09-25,0.0,0.0,0.0,0.34383782267657115,0.5486078148510091,0.2085189133695018,0,18,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
404,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-27-2023-06-42-04,0.2720306513409962,0.5590551181102362,0.365979381443299,0.460336528106875,0.6704112181426156,0.1945576431971061,4,18,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
405,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-26-2023-14-51-48,0.2471264367816092,0.5633187772925764,0.3435419440745673,0.44363644815510644,0.6544992011416694,0.19597727649533023,2,18,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
406,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-25-2023-15-01-47,0.3065134099616858,0.5555555555555556,0.39506172839506176,0.47863607674229636,0.687058495043976,0.189801215427525,0,18,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
407,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-26-2023-13-09-28,0.31800766283524906,0.46111111111111114,0.3764172335600907,0.4344722022520484,0.6308452386492314,0.20420713809177063,2,18,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
408,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-26-2023-17-27-23,0.27011494252873564,0.5402298850574713,0.3601532567049809,0.4476367777642369,0.6674189895605503,0.19447192117633696,2,18,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
409,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-27-2023-11-40-12,0.3007662835249042,0.5470383275261324,0.38813349814585907,0.4722599430359158,0.6784168644422728,0.19154076836711928,4,18,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
410,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-27-2023-04-05-10,0.19540229885057472,0.5543478260869565,0.2889518413597734,0.45679790866147985,0.662722012812757,0.1941773774813107,3,18,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
411,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-26-2023-22-16-18,0.28160919540229884,0.4362017804154303,0.34225844004656575,0.3938577964254012,0.59414661764934,0.22020573171653032,3,18,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
412,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-28-2023-17-06-03,0.0,0.0,0.0,0.3942453456681684,0.6091139652845642,0.2150179402961581,4,18,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
413,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-25-2023-10-13-32,0.24904214559386972,0.5603448275862069,0.3448275862068965,0.46420345164368,0.6662059658429895,0.19310660721997286,0,18,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
414,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-26-2023-21-30-32,0.31226053639846746,0.2910714285714286,0.3012939001848429,0.3005416663104633,0.5216405292630337,0.23982411897564596,2,18,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
415,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-28-2023-17-25-04,0.18199233716475097,0.5654761904761905,0.27536231884057977,0.4042205281699577,0.6051421657592256,0.20369850833220518,4,18,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
416,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-26-2023-20-49-42,0.02681992337164751,0.5384615384615384,0.05109489051094891,0.37207850319297464,0.5836970853304791,0.2194558930830447,1,18,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
417,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-26-2023-23-21-37,0.19540229885057472,0.5284974093264249,0.28531468531468535,0.43453271812078975,0.6309352071602525,0.1987597714684036,3,18,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
418,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-27-2023-01-15-11,0.26436781609195403,0.5702479338842975,0.3612565445026178,0.47555835957328657,0.669081855833217,0.19267730394863283,3,18,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
419,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-26-2023-20-26-58,0.3735632183908046,0.46539379474940334,0.41445270988310307,0.43357343513897184,0.626793553290831,0.20997115687177437,0,18,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
420,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-25-2023-17-45-43,0.23371647509578544,0.5327510917030568,0.3249001331557923,0.45504158180799537,0.652723098639614,0.19620573784336742,1,18,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
421,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-25-2023-19-34-55,0.22413793103448276,0.5598086124401914,0.320109439124487,0.4707633734116689,0.6726774939116138,0.1921527479455024,1,18,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
422,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-26-2023-21-50-57,0.3620689655172414,0.4126637554585153,0.3857142857142858,0.35735406487099475,0.5962895745109901,0.21808888010521063,2,18,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
423,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",18,29.70973249857712,08-26-2023-22-38-05,0.2413793103448276,0.4090909090909091,0.30361445783132535,0.38693278676778803,0.5777498565157368,0.2126979555936967,3,18,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
424,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-26-2023-20-15-09,0.0,0.0,0.0,0.12689612431815062,0.5580665813060179,0.09942377240856179,0,19,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
425,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-27-2023-07-20-35,0.0,0.0,0.0,0.1702592016348534,0.5762270593256509,0.09703085053802753,4,19,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
426,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-26-2023-21-36-42,0.010256410256410256,1.0,0.020304568527918784,0.1446309008850314,0.5522801142519452,0.11229589400837654,2,19,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
427,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-26-2023-22-47-25,0.0,0.0,0.0,0.161306528636803,0.5669884106503824,0.10346640177199708,3,19,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
428,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-27-2023-02-23-36,0.0,0.0,0.0,0.2623351006181854,0.6991299780032175,0.09270540052013158,3,19,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
429,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-25-2023-10-53-03,0.0,0.0,0.0,0.23345273746004913,0.6814504744082208,0.09346708058872556,0,19,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
430,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-28-2023-12-40-13,0.0,0.0,0.0,0.28659992721823524,0.7089333202009258,0.09087728434246416,1,19,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
431,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-27-2023-00-00-39,0.0,0.0,0.0,0.25005114847164567,0.6749499326964116,0.09328656136183686,3,19,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
432,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-26-2023-18-36-52,0.005128205128205128,1.0,0.010204081632653062,0.27346191844559264,0.6925506418464166,0.09187431964559692,2,19,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
433,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-26-2023-21-15-02,0.0,0.0,0.0,0.20116170520146237,0.6030729833546735,0.09947995970362146,1,19,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
434,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-25-2023-18-22-48,0.0,0.0,0.0,0.2794637844208264,0.7054663646212942,0.09330197553131177,1,19,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
435,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-27-2023-09-46-35,0.0,0.0,0.0,0.18309096638765202,0.6272300469483567,0.09669884050986081,4,19,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
436,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-27-2023-12-59-59,0.0,0.0,0.0,0.19931608036293286,0.6282215437145016,0.09580945065047096,4,19,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
437,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-26-2023-15-54-55,0.010256410256410256,0.6666666666666666,0.020202020202020204,0.2585259794843414,0.6977182441971175,0.09175387040587007,2,19,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
438,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-26-2023-22-22-52,0.4461538461538462,0.14192495921696574,0.21534653465346534,0.16060954220179705,0.564903640959979,0.20766539198521813,3,19,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
439,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-25-2023-13-16-24,0.0,0.0,0.0,0.2576293216927805,0.7052857940181884,0.09177549272928197,0,19,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
440,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-25-2023-20-35-53,0.0,0.0,0.0,0.2724825941803678,0.6912866476246757,0.09179810665251305,1,19,0.9,CEHR-BERT,CEHR-BERT,CEHR-BERT
441,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-25-2023-16-17-47,0.0,0.0,0.0,0.26699571119669907,0.7016907974654454,0.09208828346681615,0,19,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
442,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-26-2023-20-35-30,0.0,0.0,0.0,0.15758858112720325,0.6026297646015957,0.09911666274719232,0,19,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
443,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-27-2023-05-10-28,0.0,0.0,0.0,0.2666595728390081,0.7010768574148855,0.09147954589840496,3,19,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
444,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-28-2023-17-35-02,0.0,0.0,0.0,0.12653912058896874,0.4984618667717259,0.09915938982239934,4,19,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
445,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-26-2023-13-42-32,0.010256410256410256,0.6666666666666666,0.020202020202020204,0.25026299218776554,0.6675498210709477,0.09342140797502957,2,19,0.5,CEHR-BERT,CEHR-BERT,CEHR-BERT
446,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-26-2023-21-58-48,0.0,0.0,0.0,0.13387252984692993,0.5070324042155028,0.10061329880266014,2,19,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
447,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-28-2023-17-11-37,0.0,0.0,0.0,0.08185528771996532,0.34877540300075516,0.10550559860178527,4,19,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
448,"Injury, poisoning and certain other consequences of external causes",19,11.09846328969835,08-26-2023-20-54-57,0.0,0.0,0.0,0.08989264243521555,0.39387701500377553,0.10544645979900424,1,19,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
449,External causes of morbidity,20,4.325554923164485,08-26-2023-20-40-55,0.0,0.0,0.0,0.060746504113048286,0.6070712921506622,0.041389874912103206,0,20,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
450,External causes of morbidity,20,4.325554923164485,08-27-2023-13-28-01,0.0,0.0,0.0,0.0709395751572987,0.6271251448072889,0.0410842785735078,4,20,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
451,External causes of morbidity,20,4.325554923164485,08-28-2023-17-40-16,0.0,0.0,0.0,0.03849622290163718,0.4125833620338771,0.04169663710007691,4,20,0.1,CEHR-BERT,CEHR-BERT,CEHR-BERT
452,External causes of morbidity,20,4.325554923164485,08-25-2023-16-54-05,0.0,0.0,0.0,0.10397072654805904,0.6626068442969409,0.04053592190132793,0,20,0.99,CEHR-BERT,CEHR-BERT,CEHR-BERT
453,External causes of morbidity,20,4.325554923164485,08-26-2023-20-18-38,0.0,0.0,0.0,0.04692412767497932,0.5112636588496822,0.04152482036512872,0,20,0.02,CEHR-BERT,CEHR-BERT,CEHR-BERT
