nabm_concept_name,nabm_concept_code,loinc_concept_name,loinc_concept_code
EXPLORATION D'UNE ANOMALIE LIPIDIQUE (EAL). CET  EXAMEN  COMPREND L'ENSEMBLE INDISSOCIABLE DES ANALY,996,Cholesterol in HDL/Cholesterol in LDL [Mass Ratio] in Serum or Plasma,16616-5
EXPLORATION D'UNE ANOMALIE LIPIDIQUE (EAL). CET  EXAMEN  COMPREND L'ENSEMBLE INDISSOCIABLE DES ANALY,996,Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay,18262-6
EXPLORATION D'UNE ANOMALIE LIPIDIQUE (EAL). CET  EXAMEN  COMPREND L'ENSEMBLE INDISSOCIABLE DES ANALY,996,Cholesterol in HDL [Mass/volume] in Serum or Plasma,2085-9
EXPLORATION D'UNE ANOMALIE LIPIDIQUE (EAL). CET  EXAMEN  COMPREND L'ENSEMBLE INDISSOCIABLE DES ANALY,996,Cholesterol in HDL/Cholesterol.total [Mass Ratio] in Serum or Plasma,2095-8
EXPLORATION D'UNE ANOMALIE LIPIDIQUE (EAL). CET  EXAMEN  COMPREND L'ENSEMBLE INDISSOCIABLE DES ANALY,996,Triglyceride [Mass/volume] in Serum or Plasma,2571-8
SANG : TRIGLYCERIDES (TG) LA COTATION DES ACTES 0580 ET 0590  NE SONT PAS CUMULABLES AVEC CELLE DE L,590,Triglyceride [Mass/volume] in Serum or Plasma,2571-8
EXPLORATION D'UNE ANOMALIE LIPIDIQUE (EAL). CET  EXAMEN  COMPREND L'ENSEMBLE INDISSOCIABLE DES ANALY,996,Triglyceride/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,44733-4
SANG : TRIGLYCERIDES (TG) LA COTATION DES ACTES 0580 ET 0590  NE SONT PAS CUMULABLES AVEC CELLE DE L,590,Triglyceride/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,44733-4
EXPLORATION D'UNE ANOMALIE LIPIDIQUE (EAL). CET  EXAMEN  COMPREND L'ENSEMBLE INDISSOCIABLE DES ANALY,996,Cholesterol in HDL/Cholesterol in HDL+VLDL [Molar ratio] in Serum or Plasma,48090-5
EXPLORATION D'UNE ANOMALIE LIPIDIQUE (EAL). CET  EXAMEN  COMPREND L'ENSEMBLE INDISSOCIABLE DES ANALY,996,Cholesterol.in LDL (real) [Mass/volume] in Serum or Plasma by VAP,55440-2
EXPLORATION D'UNE ANOMALIE LIPIDIQUE (EAL). CET  EXAMEN  COMPREND L'ENSEMBLE INDISSOCIABLE DES ANALY,996,Triglyceride/Cholesterol in HDL [Molar ratio] in Serum or Plasma,55607-6
SANG : TRIGLYCERIDES (TG) LA COTATION DES ACTES 0580 ET 0590  NE SONT PAS CUMULABLES AVEC CELLE DE L,590,Triglyceride/Cholesterol in HDL [Molar ratio] in Serum or Plasma,55607-6
EXPLORATION D'UNE ANOMALIE LIPIDIQUE (EAL). CET  EXAMEN  COMPREND L'ENSEMBLE INDISSOCIABLE DES ANALY,996,Cholesterol in LDL [Moles/volume] in Serum or Plasma by Direct assay,69419-0
EXPLORATION D'UNE ANOMALIE LIPIDIQUE (EAL). CET  EXAMEN  COMPREND L'ENSEMBLE INDISSOCIABLE DES ANALY,996,Cholesterol in HDL/Cholesterol.total [Molar ratio] in Serum or Plasma,70200-1
"DOSAGE FONCTIONNEL DE LA PROTEINE C EN VUE DU DIAGNOSTIC D'UN DEFICIT, LE DOSAGE SERA EFFECTUE DE P",191,Protein C/Coagulation factor IX [Mass Ratio] in Platelet poor plasma,13050-0
"DOSAGE FONCTIONNEL DE LA PROTEINE C EN VUE DU DIAGNOSTIC D'UN DEFICIT, LE DOSAGE SERA EFFECTUE DE P",191,Protein C actual/normal in Platelet poor plasma by Chromogenic method,27818-4
"DOSAGE FONCTIONNEL DE LA PROTEINE C EN VUE DU DIAGNOSTIC D'UN DEFICIT, LE DOSAGE SERA EFFECTUE DE P",191,Protein C actual/normal in Platelet poor plasma by Coagulation assay,27819-2
"DOSAGE FONCTIONNEL DE LA PROTEINE C EN VUE DU DIAGNOSTIC D'UN DEFICIT, LE DOSAGE SERA EFFECTUE DE P",191,Protein C [Mass/volume] in Plasma,4671-4
"DOSAGE FONCTIONNEL DE LA PROTEINE C EN VUE DU DIAGNOSTIC D'UN DEFICIT, LE DOSAGE SERA EFFECTUE DE P",191,Protein C/Coagulation factor X [Mass Ratio] in Platelet poor plasma,49639-8
"DOSAGE FONCTIONNEL DE LA PROTEINE C EN VUE DU DIAGNOSTIC D'UN DEFICIT, LE DOSAGE SERA EFFECTUE DE P",191,Protein C [Units/volume] in Platelet poor plasma by Chromogenic method,6006-1
"DOSAGE FONCTIONNEL DE LA PROTEINE C EN VUE DU DIAGNOSTIC D'UN DEFICIT, LE DOSAGE SERA EFFECTUE DE P",191,Protein C [Units/volume] in Platelet poor plasma by Coagulation assay,6007-9
LEGIONELLA PNEUMOPHILA:RECHERCHE D'ANTIGENE SOLUBLE URINAIRE PAR TECHNIQUE IMMUNO-ENZYMATIQUE,5235,Legionella pneumophila 1 Ag [Presence] in Urine,31868-3
LEGIONELLA PNEUMOPHILA:RECHERCHE D'ANTIGENE SOLUBLE URINAIRE PAR TECHNIQUE IMMUNO-ENZYMATIQUE,5235,Legionella pneumophila Ag [Presence] in Urine by Immunoassay,6447-7
LEGIONELLA PNEUMOPHILA:RECHERCHE D'ANTIGENE SOLUBLE URINAIRE PAR TECHNIQUE IMMUNO-ENZYMATIQUE,5235,Legionella pneumophila 1 Ag [Presence] in Urine by Rapid immunoassay,77684-9
LEGIONELLA PNEUMOPHILA:RECHERCHE D'ANTIGENE SOLUBLE URINAIRE PAR TECHNIQUE IMMUNO-ENZYMATIQUE,5235,Legionella pneumophila 1 Ag [Presence] in Urine by Radioimmunoassay (RIA),9543-0
MYELOGRAMME(MEDULLOGR) ADENOGRAMME OU SPLENOGRAMME,1101,Myelopoiesis assessment in Bone marrow Narrative,74228-8
MYELOGRAMME(MEDULLOGR) ADENOGRAMME OU SPLENOGRAMME,1101,Myelocytes.neutrophilic/100 cells in Bone marrow by Manual count,74426-8
MYELOGRAMME(MEDULLOGR) ADENOGRAMME OU SPLENOGRAMME,1101,Metamyelocytes.eosinophilic/100 cells in Bone marrow by Manual count,74429-2
MYELOGRAMME(MEDULLOGR) ADENOGRAMME OU SPLENOGRAMME,1101,Lymphocytes/100 cells in Lymph node by Manual count,74848-3
MYELOGRAMME(MEDULLOGR) ADENOGRAMME OU SPLENOGRAMME,1101,Plasma cells/100 cells in Lymph node by Manual count,74849-1
MYELOGRAMME(MEDULLOGR) ADENOGRAMME OU SPLENOGRAMME,1101,Lymphoblasts/100 cells in Lymph node by Manual count,74850-9
MYELOGRAMME(MEDULLOGR) ADENOGRAMME OU SPLENOGRAMME,1101,Blasts/100 cells in Lymph node by Manual count,74851-7
MYELOGRAMME(MEDULLOGR) ADENOGRAMME OU SPLENOGRAMME,1101,Mesothelial cells/100 cells in Lymph node by Manual count,74852-5
MYELOGRAMME(MEDULLOGR) ADENOGRAMME OU SPLENOGRAMME,1101,Other cells/100 cells in Lymph node by Manual count,75271-7
INFECTION A ADENOVIRUS : SD PAR EIA,1704,Adenovirus IgG Ab [Units/volume] in Serum by Immunoassay,51822-5
INFECTION A ADENOVIRUS : SD PAR EIA,1704,Adenovirus IgM Ab [Units/volume] in Serum by Immunoassay,51823-3
INFECTION A ADENOVIRUS : SD PAR EIA,1704,Adenovirus IgM Ab [Presence] in Serum by Immunoassay,86513-9
TEMPS DE LYSE DES EUGLOBULINES,175,Clot Lysis [Time] in Platelet poor plasma by Coagulation assay,3244-1
TEMPS DE LYSE DES EUGLOBULINES,175,Clot Lysis [Time] in Control Platelet poor plasma by Coagulation assay,33524-0
TEMPS DE LYSE DES EUGLOBULINES,175,Clot Lysis [Presence] in Platelet poor plasma by Coagulation assay,40454-1
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Microscopic observation [Identifier] in Bone marrow by Myeloperoxidase stain,13510-3
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Microscopic observation [Identifier] in Bone marrow by Butyrate esterase stain,13512-9
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Iron.microscopic observation [Identifier] in Bone marrow by Potassium ferrocyanide stain,13513-7
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Leukocyte phosphatase [Enzymatic activity/volume] in Control Leukocytes by Light microscopy,13944-4
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Leukocyte phosphatase [Units/volume] in Leukocytes,15112-6
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Nitroblue Tetrazolium Test (NBT) [Presence] in Blood,32631-4
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Iron.microscopic observation [Identifier] in Blood by Potassium ferrocyanide stain,34615-5
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Microscopic observation [Identifier] in Blood by Myeloperoxidase stain,34959-7
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Microscopic observation [Identifier] in Blood or Marrow by Prussian blue stain,38519-5
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Leukocyte phosphatase [Enzymatic activity/volume] in Leukocytes,4659-9
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Nitroblue Tetrazolium Test (NBT) [Units/volume] in Blood,50609-7
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Reticulum cell/100 cells in Bone marrow by Gomori stain,50726-9
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Alpha naphthylesterase [Enzymatic activity/volume] in Blood,53416-4
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Alpha naphthylesterase [Enzymatic activity/volume] in Bone marrow,53417-2
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Leukocyte phosphatase [Presence] in Leukocytes,55804-9
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Siderocytes per HPF [Presence] in Blood by Light microscopy,75376-4
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Microscopic observation [Identifier] in Bone marrow by Acetate esterase stain,81423-6
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Microscopic observation [Identifier] in Bone marrow by Toluidine blue O stain,81424-4
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Microscopic observation [Identifier] in Bone marrow by Oil red O stain,81425-1
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Microscopic observation [Identifier] in Venous blood by Acetate esterase stain,81426-9
ETUDE COMPLEMENTAIRE DE CYTOCHIMIE (MOELLE OU SANG),1102,Microscopic observation [Identifier] in Venous blood by Oil red O stain,81427-7
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Mass/time] in 24 hour Urine,10873-8
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin/Creatinine [Mass Ratio] in Urine,13485-8
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Mass/volume] in Cerebral spinal fluid,1951-3
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Mass/volume] in Urine,1953-9
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Moles/volume] in Cerebral spinal fluid,32301-4
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Moles/volume] in Urine,32302-2
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Moles/volume] in Body fluid,39458-5
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin/Creatinine [Molar ratio] in Urine,39773-7
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin/Creatinine [Mass Ratio] in 24 hour Urine,44303-6
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Mass/volume] in Body fluid,48166-3
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Mass/volume] in Dialysis fluid,49081-3
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Moles/volume] in 24 hour Urine,50824-2
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Mass/volume] in 24 hour Urine,54356-1
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Moles/time] in 24 hour Urine,56662-0
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin/Creatinine [Ratio] in Urine,59177-6
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Mass/volume] in Peritoneal fluid,59217-0
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Mass/volume] in Pleural fluid,59218-8
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Mass/volume] in Urine by Immunoassay,83077-8
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Units/volume] in Urine by Immunoassay,83079-4
BETA 2 MICROGLOBULINE DANS UN AUTRE  MILIEU BIOLOGIQUE QUE LE SANG : DOSAGE,321,Beta-2-Microglobulin [Mass/volume] in Peritoneal dialysis fluid,88711-7
INFECTION A EBV  : SD : AC EA IGA OU AC VCA IGA,1719,Epstein Barr virus capsid IgA Ab [Titer] in Serum,22290-1
INFECTION A EBV  : SD : AC EA IGA OU AC VCA IGA,1719,Epstein Barr virus capsid IgA Ab [Units/volume] in Serum,31369-2
INFECTION A EBV  : SD : AC EA IGA OU AC VCA IGA,1719,Epstein Barr virus early IgA Ab [Titer] in Serum by Immunofluorescence,47072-4
INFECTION A EBV  : SD : AC EA IGA OU AC VCA IGA,1719,Epstein Barr virus early IgA Ab [Titer] in Serum,47435-3
INFECTION A EBV  : SD : AC EA IGA OU AC VCA IGA,1719,Epstein Barr virus capsid IgA Ab [Titer] in Serum by Immunofluorescence,9633-9
INFECTION A VIH 1 ET 2 : 0392 RECHERCHE ET TITRAGE DE L'ANTIGENE P24 DU VIH 1 LA COTATION DE L'ACT,392,HIV 1 p24 Ag [Presence] in Serum or Plasma by Immunoassay,18396-2
INFECTION A VIH 1 ET 2 : 0392 RECHERCHE ET TITRAGE DE L'ANTIGENE P24 DU VIH 1 LA COTATION DE L'ACT,392,HIV 1 p24 Ag [Presence] in Serum or Plasma by Neutralization test,33660-2
INFECTION A VIH 1 ET 2 : 0392 RECHERCHE ET TITRAGE DE L'ANTIGENE P24 DU VIH 1 LA COTATION DE L'ACT,392,HIV 1 p24 Ag [Mass/volume] in Serum or Plasma by Immunoassay,42339-2
INFECTION A VIH 1 ET 2 : 0392 RECHERCHE ET TITRAGE DE L'ANTIGENE P24 DU VIH 1 LA COTATION DE L'ACT,392,HIV 1 p24 Ag [Units/volume] in Serum or Plasma by Immunoassay,53601-1
SEPARATION CHROMATOGRAPHIQUE DES FORMES  MOLECULAIRES DE LA PROLACTINE (MONOMERE  + BIG-BIG),884,Macroprolactin [Mass/volume] in Serum or Plasma,38926-2
SEPARATION CHROMATOGRAPHIQUE DES FORMES  MOLECULAIRES DE LA PROLACTINE (MONOMERE  + BIG-BIG),884,Prolactin monomeric [Mass/volume] in Serum or Plasma,42607-2
SEPARATION CHROMATOGRAPHIQUE DES FORMES  MOLECULAIRES DE LA PROLACTINE (MONOMERE  + BIG-BIG),884,Macroprolactin/Prolactin [Moles] in Serum or Plasma,48389-1
SEPARATION CHROMATOGRAPHIQUE DES FORMES  MOLECULAIRES DE LA PROLACTINE (MONOMERE  + BIG-BIG),884,Prolactin monomeric/Prolactin.total in Serum or Plasma,50366-4
SEPARATION CHROMATOGRAPHIQUE DES FORMES  MOLECULAIRES DE LA PROLACTINE (MONOMERE  + BIG-BIG),884,Macroprolactin/Prolactin [Mass] in Serum or Plasma,51441-4
SEPARATION CHROMATOGRAPHIQUE DES FORMES  MOLECULAIRES DE LA PROLACTINE (MONOMERE  + BIG-BIG),884,Macroprolactin [Units/volume] in Serum or Plasma,74953-1
SEPARATION CHROMATOGRAPHIQUE DES FORMES  MOLECULAIRES DE LA PROLACTINE (MONOMERE  + BIG-BIG),884,Macroprolactin/Prolactin in Serum or Plasma,78984-2
SEPARATION CHROMATOGRAPHIQUE DES FORMES  MOLECULAIRES DE LA PROLACTINE (MONOMERE  + BIG-BIG),884,Prolactin.dimeric [Units/volume] in Serum or Plasma,78985-9
SEPARATION CHROMATOGRAPHIQUE DES FORMES  MOLECULAIRES DE LA PROLACTINE (MONOMERE  + BIG-BIG),884,Prolactin.dimeric/Prolactin in Serum or Plasma,78986-7
SEPARATION CHROMATOGRAPHIQUE DES FORMES  MOLECULAIRES DE LA PROLACTINE (MONOMERE  + BIG-BIG),884,Prolactin monomeric [Units/volume] in Serum or Plasma,78994-1
SEPARATION CHROMATOGRAPHIQUE DES FORMES  MOLECULAIRES DE LA PROLACTINE (MONOMERE  + BIG-BIG),884,Prolactin monomeric/Prolactin in Serum or Plasma,78995-8
SEPARATION CHROMATOGRAPHIQUE DES FORMES  MOLECULAIRES DE LA PROLACTINE (MONOMERE  + BIG-BIG),884,Prolactin isoforms pattern [Interpretation] in Serum or Plasma Narrative,79398-4
TEST DIRECT DE COOMBS (ANTIGLOBULINE POLYVALENTE),1153,Direct antiglobulin test.poly specific reagent [Presence] on Red Blood Cells,1007-4
TEST DIRECT DE COOMBS (ANTIGLOBULINE POLYVALENTE),1153,Indirect antiglobulin test.poly specific reagent [Presence] in Serum or Plasma,1008-2
TEST DIRECT DE COOMBS (ANTIGLOBULINE POLYVALENTE),1153,Direct antiglobulin test.poly specific reagent [Presence] on Red Blood Cells --after transfusion reaction,46274-7
TEST DIRECT DE COOMBS (ANTIGLOBULINE POLYVALENTE),1153,Indirect antiglobulin test.poly specific reagent [Presence] in Serum or Plasma by Polyethylene glycol (PEG) method,50012-4
TEST DIRECT DE COOMBS (ANTIGLOBULINE POLYVALENTE),1153,Indirect antiglobulin test.unspecified reagent [Presence] in Serum or Plasma --after transfusion,50958-8
TEST DIRECT DE COOMBS (ANTIGLOBULINE SPECIFIQUE),1154,Indirect antiglobulin test.unspecified reagent [Presence] in Serum or Plasma --after transfusion,50958-8
TEST DIRECT DE COOMBS (ANTIGLOBULINE POLYVALENTE),1153,Indirect antiglobulin test.unspecified reagent [Presence] in Serum or Plasma,50959-6
TEST DIRECT DE COOMBS (ANTIGLOBULINE SPECIFIQUE),1154,Indirect antiglobulin test.unspecified reagent [Presence] in Serum or Plasma,50959-6
TEST DIRECT DE COOMBS (ANTIGLOBULINE POLYVALENTE),1153,Direct antiglobulin test.unspecified reagent [Presence] on Red Blood Cells,51006-5
TEST DIRECT DE COOMBS (ANTIGLOBULINE SPECIFIQUE),1154,Direct antiglobulin test.unspecified reagent [Presence] on Red Blood Cells,51006-5
TEST DIRECT DE COOMBS (ANTIGLOBULINE POLYVALENTE),1153,Direct antiglobulin test.unspecified reagent [Presence] on Red Blood Cells --after transfusion,51007-3
TEST DIRECT DE COOMBS (ANTIGLOBULINE SPECIFIQUE),1154,Direct antiglobulin test.unspecified reagent [Presence] on Red Blood Cells --after transfusion,51007-3
TEST DIRECT DE COOMBS (ANTIGLOBULINE POLYVALENTE),1153,Direct antiglobulin test.poly specific reagent [presence] on Cord red blood cells,51871-2
TEST DIRECT DE COOMBS (ANTIGLOBULINE POLYVALENTE),1153,Indirect antiglobulin test.unspecified reagent [Titer] in Serum or Plasma,56886-5
TEST DIRECT DE COOMBS (ANTIGLOBULINE SPECIFIQUE),1154,Indirect antiglobulin test.unspecified reagent [Titer] in Serum or Plasma,56886-5
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Sodium [Moles/mass] in Stool,14055-8
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Chloride [Moles/volume] in Stool,15158-9
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Potassium [Moles/volume] in Stool,15202-5
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Sodium [Moles/volume] in Stool,15207-4
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Chloride [Moles/mass] in Stool,2076-8
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Potassium [Moles/mass] in Stool,25506-7
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Sodium [Moles/mass] in 24 hour Stool,27257-5
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Sodium [Moles/time] in 24 hour Stool,27419-1
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Potassium [Moles/mass] in 24 hour Stool,27441-5
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Potassium [Moles/time] in 72 hour Stool,2826-6
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Sodium [Molar amount] in 24 hour Stool,2952-0
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Sodium [Molar amount] in 72 hour Stool,2953-8
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Chloride [Moles/volume] in 24 hour Stool,55837-9
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Potassium [Moles/volume] in 24 hour Stool,59162-8
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Sodium [Moles/volume] in 24 hour Stool,59163-6
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Potassium [Moles/time] in 24 hour Stool,6792-6
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Potassium [Moles/time] in unspecified time Stool,6940-1
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Osmol gap of Stool,73571-2
"IONOGRAMME FECAL (COMPORTANT AU MINIMUM LES DOSAGES DE CHLORE, DE SODIUM ET DE POTASSIUM AVEC CALCU",1626,Chloride [Moles/time] in 24 hour Stool,9742-8
ADENOVIRUS : RECHERCHE DIRECTE SUR SELLES PAR EIA,4206,Adenovirus 40+41 Ag [Presence] in Stool by Immunoassay,6306-5
CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION,4227,Cytomegalovirus Ag [Presence] in Urine by Immunoassay,16717-1
CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION,4227,Cytomegalovirus [Presence] in Bronchial specimen by Organism specific culture,32675-1
CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION,4227,Cytomegalovirus [Presence] in Amniotic fluid by Organism specific culture,34201-4
CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION,4227,Cytomegalovirus [Presence] in Blood by Organism specific culture,5835-4
CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION,4227,Cytomegalovirus [Presence] in Tissue by Organism specific culture,5836-2
CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION,4227,Cytomegalovirus [Presence] in Urine by Organism specific culture,5837-0
CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION,4227,Cytomegalovirus [Presence] in Unspecified specimen by Organism specific culture,5838-8
CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION,4227,Cytomegalovirus Ag [Presence] in Serum or Plasma by Immunoassay,6376-8
CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION,4227,Cytomegalovirus Ag [Presence] in Unspecified specimen by Immunoassay,6379-2
CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION,4227,Cytomegalovirus [Presence] in Bone marrow by Organism specific culture,88564-0
CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION,4227,Cytomegalovirus [Presence] in Ocular fluid by Shell vial culture,88622-6
CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION,4227,Cytomegalovirus [Presence] in Cerebral spinal fluid by Organism specific culture,88623-4
CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION,4227,Cytomegalovirus [Presence] in Amniotic fluid by Shell vial culture,88624-2
CYTOMEGALOVIRUS (CMV) : CULTURES ORIENTEES ET IDENTIFICATION,4227,Cytomegalovirus [Presence] in Ocular fluid by Organism specific culture,88625-9
TULAREMIE : SERODIAGNOSTIC PAR AGG,1333,Francisella tularensis IgA Ab [Presence] in Serum by Latex agglutination,16876-5
