concept_code,concept_name,concept_chapter,concept_category
V795,"passager d'un autobus blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation",20,V79
V796,"occupant, sans précision, d'un autobus, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation",20,V79
V798,"occupant [tout type] d'un autobus, blessé dans d'autres accidents de transport précisés",20,V79
V799,"occupant [tout type] d'un autobus, blessé dans un accident de circulation, sans précision",20,V79
V80,personne montant un animal ou occupant un véhicule à traction animale blessée dans un accident de transport,20,V80
V800,chute ou éjection d'une personne montant un animal ou occupant un véhicule à traction animale dans un accident sans collision,20,V80
V801,personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec un piéton ou un animal,20,V80
V802,personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec un cycle,20,V80
V803,personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec un véhicule à moteur à deux ou trois roues,20,V80
V804,"personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec une automobile, une camionnette, un véhicule lourd ou un autobus",20,V80
V805,personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec un autre véhicule à moteur précisé,20,V80
V806,personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec un train ou un véhicule ferroviaire,20,V80
V807,personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec un autre véhicule sans moteur,20,V80
V808,personne montant un animal ou occupant un véhicule à traction animale blessée dans une collision avec un objet fixe ou stationnaire,20,V80
V809,"personne montant un animal ou occupant un véhicule à traction animale blessée dans des accidents de transport, autres et sans précision",20,V80
V81,occupant d'un train ou d'un véhicule ferroviaire blessé dans un accident de transport,20,V81
V810,"occupant d'un train ou d'un véhicule ferroviaire blessé dans une collision avec un véhicule à moteur, accident hors circulation",20,V81
V811,"occupant d'un train ou d'un véhicule ferroviaire blessé dans une collision avec un véhicule à moteur, accident de circulation",20,V81
V812,occupant d'un train ou d'un véhicule ferroviaire blessé dans une collision avec du matériel roulant ou heurté par celui-ci,20,V81
V813,occupant d'un train ou d'un véhicule ferroviaire blessé dans une collision avec un autre objet,20,V81
V814,personne blessée en montant ou en descendant d'un train ou d'un véhicule ferroviaire,20,V81
V815,occupant d'un train ou d'un véhicule ferroviaire blessé lors d'une chute dans un train ou un véhicule ferroviaire,20,V81
V816,occupant d'un train ou d'un véhicule ferroviaire blessé lors d'une chute d'un train ou d'un véhicule ferroviaire,20,V81
V817,occupant d'un train ou d'un véhicule ferroviaire blessé lors d'un déraillement sans collision préalable,20,V81
V818,occupant d'un train ou d'un véhicule ferroviaire blessé lors d'autres accidents de chemin de fer précisés,20,V81
V819,"occupant d'un train ou d'un véhicule ferroviaire blessé dans un accident de chemin de fer, sans précision",20,V81
V82,occupant d'un tramway blessé dans un accident de transport,20,V82
V820,"occupant d'un tramway blessé dans une collision avec un véhicule à moteur, accident hors circulation",20,V82
V821,"occupant d'un tramway blessé dans une collision avec un véhicule à moteur, accident de circulation",20,V82
V822,occupant d'un tramway blessé dans une collision avec du matériel roulant ou heurté par celui-ci,20,V82
V823,occupant d'un tramway blessé dans une collision avec un autre objet,20,V82
V824,personne blessée en montant ou en descendant d'un tramway,20,V82
V825,occupant d'un tramway blessé lors d'une chute dans un tramway,20,V82
V826,occupant d'un tramway blessé lors d'une chute d'un tramway,20,V82
V827,occupant d'un tramway blessé lors d'un déraillement sans collision préalable,20,V82
V828,occupant d'un tramway blessé dans d'autres accidents de transport précisés,20,V82
V829,"occupant d'un tramway blessé dans un accident de circulation, sans précision",20,V82
V83,"occupant d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident de transport",20,V83
V830,"conducteur d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident de circulation",20,V83
V831,"passager d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident de circulation",20,V83
V832,"personne à l'extérieur d'un véhicule spécial utilisé essentiellement sur un site industriel, blessée dans un accident de circulation",20,V83
V833,"occupant, sans précision, d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident de circulation",20,V83
V834,personne blessée en montant ou en descendant d'un véhicule spécial utilisé essentiellement sur un site industriel,20,V83
V835,"conducteur d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident hors circulation",20,V83
V836,"passager d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident hors circulation",20,V83
V837,"personne à l'extérieur d'un véhicule spécial utilisé essentiellement sur un site industriel, blessée dans un accident hors circulation",20,V83
V839,"occupant, sans précision, d'un véhicule spécial utilisé essentiellement sur un site industriel, blessé dans un accident hors circulation",20,V83
V84,"occupant d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident de transport",20,V84
V840,"conducteur d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident de circulation",20,V84
V841,"passager d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident de circulation",20,V84
V842,"personne à l'extérieur d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessée dans un accident de circulation",20,V84
V843,"occupant, sans précision, d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident de circulation",20,V84
V844,personne blessée en montant ou en descendant d'un véhicule spécial utilisé essentiellement pour des travaux agricoles,20,V84
V845,"conducteur d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident hors circulation",20,V84
V846,"passager d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident hors circulation",20,V84
V847,"personne à l'extérieur d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessée dans un accident hors circulation",20,V84
V849,"occupant, sans précision, d'un véhicule spécial utilisé essentiellement pour des travaux agricoles, blessé dans un accident hors circulation",20,V84
V85,occupant d'un véhicule spécial de construction blessé dans un accident de transport,20,V85
V850,"conducteur d'un véhicule spécial de construction, blessé dans un accident de circulation",20,V85
V851,"passager d'un véhicule spécial de construction, blessé dans un accident de circulation",20,V85
V852,"personne à l'extérieur d'un véhicule spécial de construction, blessée dans un accident de circulation",20,V85
V853,"occupant, sans précision, d'un véhicule spécial de construction, blessé dans un accident de circulation",20,V85
V854,personne blessée en montant ou en descendant d'un véhicule spécial de construction,20,V85
V855,"conducteur d'un véhicule spécial de construction, blessé dans un accident hors circulation",20,V85
V856,"passager d'un véhicule spécial de construction, blessé dans un accident hors circulation",20,V85
V857,"personne à l'extérieur d'un véhicule spécial de construction, blessée dans un accident hors circulation",20,V85
V859,"occupant, sans précision, d'un véhicule spécial de construction, blessé dans un accident hors circulation",20,V85
V86,"occupant d'un véhicule tout-terrain, blessé dans un accident de transport",20,V86
V860,"conducteur d'un véhicule tout-terrain, blessé dans un accident de circulation",20,V86
V861,"passager d'un véhicule tout-terrain, blessé dans un accident de circulation",20,V86
V862,"personne à l'extérieur d'un véhicule tout-terrain, blessée dans un accident de circulation",20,V86
V863,"occupant, sans précision, d'un véhicule tout-terrain, blessé dans un accident de circulation",20,V86
V864,personne blessée en montant ou en descendant d'un véhicule tout-terrain,20,V86
V865,"conducteur d'un véhicule tout-terrain, blessé dans un accident hors circulation",20,V86
V866,"passager d'un véhicule tout-terrain, blessé dans un accident hors circulation",20,V86
V867,"personne à l'extérieur d'un véhicule tout-terrain, blessée dans un accident hors circulation",20,V86
V869,"occupant, sans précision, d'un véhicule tout-terrain, blessé dans un accident hors circulation",20,V86
V87,"accident de la circulation d'un type précisé, sans que soit connu le mode de transport de la victime",20,V87
V870,personne blessée dans une collision entre une automobile et un véhicule à moteur à deux ou trois roues (dans la circulation),20,V87
V871,personne blessée dans une collision entre un autre véhicule à moteur et un véhicule à moteur à deux ou trois roues (dans la circulation),20,V87
V872,personne blessée dans une collision entre une automobile et une camionnette (dans la circulation),20,V87
V873,personne blessée dans une collision entre une automobile et un autobus (dans la circulation),20,V87
V874,personne blessée dans une collision entre une automobile et un véhicule lourd (dans la circulation),20,V87
V875,personne blessée dans une collision entre un véhicule lourd et un autobus (dans la circulation),20,V87
V876,personne blessée dans une collision entre un train ou un véhicule ferroviaire et une automobile (dans la circulation),20,V87
V877,personne blessée dans une collision entre d'autres véhicules à moteur précisés (dans la circulation),20,V87
V878,"personne blessée dans d'autres accidents de transport précisés, sans collision, impliquant un véhicule à moteur (dans la circulation)",20,V87
V879,personne blessée dans d'autres accidents de transport précisés (avec collision) (sans collision) impliquant un véhicule sans moteur (dans la circulation),20,V87
V88,"accident en dehors de la circulation d'un type précisé, sans que soit connu le mode de transport de la victime",20,V88
V880,"personne blessée dans une collision entre une automobile et un véhicule à moteur à deux ou trois roues, hors circulation",20,V88
V881,"personne blessée dans une collision entre un autre véhicule à moteur et un véhicule à moteur à deux ou trois roues, hors circulation",20,V88
V882,"personne blessée dans une collision entre une automobile et une camionnette, hors circulation",20,V88
V883,"personne blessée dans une collision entre une automobile et un autobus, hors circulation",20,V88
V884,"personne blessée dans une collision entre une automobile et un véhicule lourd, hors circulation",20,V88
V885,"personne blessée dans une collision entre une véhicule lourd et un autobus, hors circulation",20,V88
V886,"personne blessée dans une collision entre un train ou un véhicule ferroviaire et une automobile, hors circulation",20,V88
V887,"personne blessée dans une collision entre d'autres véhicules à moteur précisés, hors circulation",20,V88
V888,"personne blessée dans d'autres accidents de transport précisés, sans collision, impliquant un véhicule à moteur, hors circulation",20,V88
V889,"personne blessée dans d'autres accidents de transport précisés (avec collision) (sans collision) impliquant un véhicule sans moteur, hors circulation",20,V88
V89,"accident avec un véhicule avec ou sans moteur, type de véhicule non précisé",20,V89
V890,"personne blessée dans un accident avec un véhicule à moteur, sans précision, hors circulation",20,V89
V891,"personne blessée dans un accident avec un véhicule sans moteur, sans précision, hors circulation",20,V89
V892,"personne blessée dans un accident de la circulation avec un véhicule à moteur, sans précision",20,V89
V893,"personne blessée dans un accident de la circulation avec un véhicule sans moteur, sans précision",20,V89
V899,"personne blessée dans un accident avec un véhicule, sans précision",20,V89
V90,accident de bateau entraînant la noyade et la submersion,20,V90
V900,accident de navire marchand entraînant la noyade et la submersion,20,V90
V901,accident de paquebot entraînant la noyade et la submersion,20,V90
V902,accident de bateau de pêche entraînant la noyade et la submersion,20,V90
V903,accident d'autres embarcations à moteur entraînant la noyade et la submersion,20,V90
V904,accident de bateau à voiles entraînant la noyade et la submersion,20,V90
V905,accident de canoë ou kayak entraînant la noyade et la submersion,20,V90
V906,accident de canot pneumatique (sans moteur) entraînant la noyade et la submersion,20,V90
V907,accident de ski nautique entraînant la noyade et la submersion,20,V90
V908,accident d'autres embarcations sans moteur entraînant la noyade et la submersion,20,V90
V909,accident d'embarcation non précisée entraînant la noyade et la submersion,20,V90
V91,accident de bateau provoquant d'autres lésions traumatiques,20,V91
V910,accident de navire marchand provoquant d'autres lésions traumatiques,20,V91
V911,accident de paquebot provoquant d'autres lésions traumatiques,20,V91
V912,accident de bateau de pêche provoquant d'autres lésions traumatiques,20,V91
V913,accident d'autres embarcations à moteur provoquant d'autres lésions traumatiques,20,V91
V914,accident de bateau à voiles provoquant d'autres lésions traumatiques,20,V91
V915,accident de canoë ou kayak provoquant d'autres lésions traumatiques,20,V91
V916,accident de canot pneumatique (sans moteur) provoquant d'autres lésions traumatiques,20,V91
V917,accident de ski nautique provoquant d'autres lésions traumatiques,20,V91
V918,accident d'autres embarcations sans moteur provoquant d'autres lésions traumatiques,20,V91
V919,accident d'embarcation non précisée provoquant d'autres lésions traumatiques,20,V91
V92,"noyade et submersion durant un transport par eau, sans accident de bateau",20,V92
V920,"noyade et submersion durant un transport par eau impliquant un navire marchand, sans accident",20,V92
V921,"noyade et submersion durant un transport par eau impliquant un paquebot, sans accident",20,V92
V922,"noyade et submersion durant un transport par eau impliquant un bateau de pêche, sans accident",20,V92
V923,"noyade et submersion durant un transport par eau impliquant d'autres embarcations à moteur, sans accident",20,V92
V924,"noyade et submersion durant un transport par eau impliquant un bateau à voiles, sans accident",20,V92
V925,"noyade et submersion durant un transport par eau impliquant un canoë ou kayak, sans accident",20,V92
V926,"noyade et submersion durant un transport par eau impliquant un canot pneumatique, sans accident",20,V92
V927,"noyade et submersion durant un transport par eau impliquant un ski nautique, sans accident de bateau",20,V92
V928,"noyade et submersion durant un transport par eau impliquant d'autres embarcations sans moteur, sans accident",20,V92
V929,"noyade et submersion durant un transport par eau impliquant une embarcation non précisée, sans accident",20,V92
V93,"accident à bord d'un bateau, sans accident du bateau, ne causant ni noyade ni submersion",20,V93
V930,"accident à bord d'un navire marchand, sans accident du bateau, ne causant ni noyade ni submersion",20,V93
V931,"accident à bord d'un paquebot, sans accident du bateau, ne causant ni noyade ni submersion",20,V93
V932,"accident à bord d'un bateau de pêche, sans accident du bateau, ne causant ni noyade ni submersion",20,V93
V933,"accident à bord d'autres embarcations à moteur, sans accident du bateau, ne causant ni noyade ni submersion",20,V93
V934,"accident à bord d'un bateau à voiles, sans accident du bateau, ne causant ni noyade ni submersion",20,V93
V935,"accident à bord d'un canoë ou kayak, sans accident du bateau, ne causant ni noyade ni submersion",20,V93
V936,"accident à bord d'un canot pneumatique (sans moteur), sans accident du bateau, ne causant ni noyade ni submersion",20,V93
V937,"accident à bord d'un ski nautique (sans moteur), sans accident du bateau, ne causant ni noyade ni submersion",20,V93
V938,"accident à bord d'autres embarcations sans moteur, sans accident du bateau, ne causant ni noyade ni submersion",20,V93
V939,"accident à bord d'une embarcation non précisée, sans accident du bateau, ne causant ni noyade ni submersion",20,V93
V94,"accidents de transport par eau, autres et sans précision",20,V94
V940,"accident de transport par eau impliquant un navire marchand, autre et sans précision",20,V94
V941,"accident de transport par eau impliquant un paquebot, autre et sans précision",20,V94
V942,"accident de transport par eau impliquant un bateau de pêche, autre et sans précision",20,V94
V943,"accident de transport par eau impliquant d'autres embarcations à moteur, autre et sans précision",20,V94
V944,"accident de transport par eau impliquant un bateau à voiles, autre et sans précision",20,V94
V945,"accident de transport par eau impliquant un canoë ou kayak, autre et sans précision",20,V94
V946,"accident de transport par eau impliquant un canot pneumatique, autre et sans précision",20,V94
V947,"accident de transport par eau impliquant un ski nautique, autre et sans précision",20,V94
V948,"accident de transport par eau impliquant d'autres embarcations sans moteur, autre et sans précision",20,V94
V949,"accident de transport par eau impliquant une embarcation non précisée, autre et sans précision",20,V94
V95,accident d'aéronef à moteur dans lequel un occupant est blessé,20,V95
V950,accident d'hélicoptère blessant un occupant,20,V95
V951,"accident de planeur à moteur, ultra léger motorisé (ulm) blessant un occupant",20,V95
V952,accident d'autres aéronefs privés à voilure fixe blessant un occupant,20,V95
V953,accident d'aéronef commercial à voilure fixe blessant un occupant,20,V95
V954,accident de vaisseau spatial blessant un occupant,20,V95
V958,autres accidents d'aéronef blessant un occupant,20,V95
V959,"accident d'aéronef, sans précision, blessant un occupant",20,V95
V96,accident d'aéronef sans moteur dans lequel un occupant est blessé,20,V96
V960,accident de ballon blessant un occupant,20,V96
V961,accident de deltaplane blessant un occupant,20,V96
V962,accident de planeur (sans moteur) blessant un occupant,20,V96
V968,autres accidents d'aéronef sans moteur blessant un occupant,20,V96
V969,"accident d'aéronef sans moteur, sans précision, blessant un occupant",20,V96
V97,autres accidents de transport aérien précisés,20,V97
V970,occupant d'un aéronef blessé dans d'autres accidents de transport aérien précisés,20,V97
V971,personne blessée en montant ou descendant de l'aéronef,20,V97
V972,parachutiste blessé dans un accident de transport aérien,20,V97
V973,personne au sol blessée dans un accident de transport aérien,20,V97
V978,"autres accidents de transport aérien, non classés ailleurs",20,V97
V98,autres accidents de transport précisés,20,V98
V99,"accident de transport, sans précision",20,V99
W00,chute de plain-pied due à la glace et la neige,20,W00
W000,"chute de plain-pied due à la glace et la neige, domicile",20,W00
W001,"chute de plain-pied due à la glace et la neige, établissement collectif",20,W00
W002,"chute de plain-pied due à la glace et la neige, école, lieu public",20,W00
W003,"chute de plain-pied due à la glace et la neige, lieu de sport",20,W00
W004,"chute de plain-pied due à la glace et la neige, rue ou route",20,W00
W005,"chute de plain-pied due à la glace et la neige, zone de commerce",20,W00
W006,"chute de plain-pied due à la glace et la neige, local industriel et chantier",20,W00
W007,"chute de plain-pied due à la glace et la neige, exploitation agricole",20,W00
W008,"chute de plain-pied due à la glace et la neige, autres lieux précisés",20,W00
W009,"chute de plain-pied due à la glace et la neige, lieu sans précision",20,W00
W01,"chute de plain-pied résultant de glissade, faux pas et trébuchement",20,W01
W010,"chute de plain-pied résultant de glissade, faux pas et trébuchement, domicile",20,W01
W011,"chute de plain-pied résultant de glissade, faux pas et trébuchement, établissement collectif",20,W01
W012,"chute de plain-pied résultant de glissade, faux pas et trébuchement, lieu public",20,W01
W013,"chute de plain-pied résultant de glissade, faux pas et trébuchement, lieu de sport",20,W01
W014,"chute de plain-pied résultant de glissade, faux pas et trébuchement, rue ou route",20,W01
W015,"chute de plain-pied résultant de glissade, faux pas et trébuchement, zone de commerce",20,W01
W016,"chute de plain-pied résultant de glissade, faux pas et trébuchement, local industriel et chantier",20,W01
W017,"chute de plain-pied résultant de glissade, faux pas et trébuchement, exploitation agricole",20,W01
W018,"chute de plain-pied résultant de glissade, faux pas et trébuchement, autres lieux précisés",20,W01
W019,"chute de plain-pied résultant de glissade, faux pas et trébuchement, lieu sans précision",20,W01
W02,"chute impliquant des patins à glace, des skis, des patins à roulettes ou une planche à roulettes",20,W02
W020,"chute impliquant des patins à glace, des skis, des patins à roulettes ou une planche à roulettes, domicile",20,W02
W021,"chute impliquant des patins à glace, des skis, des patins à roulettes ou une planche à roulettes, établissement collectif",20,W02
W022,"chute impliquant des patins à glace, des skis, des patins à roulettes ou une planche à roulettes, école, lieu public",20,W02
W023,"chute impliquant des patins à glace, des skis, des patins à roulettes ou une planche à roulettes, lieu de sport",20,W02
W024,"chute impliquant des patins à glace, des skis, des patins à roulettes ou une planche à roulettes, rue ou route",20,W02
W025,"chute impliquant des patins à glace, des skis, des patins à roulettes ou une planche à roulettes, zone de commerce",20,W02
W026,"chute impliquant des patins à glace, des skis, des patins à roulettes ou une planche à roulettes, local industriel et chantier",20,W02
W027,"chute impliquant des patins à glace, des skis, des patins à roulettes ou une planche à roulettes, exploitation agricole",20,W02
W028,"chute impliquant des patins à glace, des skis, des patins à roulettes ou une planche à roulettes, autres lieux précisés",20,W02
W029,"chute impliquant des patins à glace, des skis, des patins à roulettes ou une planche à roulettes, lieu sans précision",20,W02
W03,"autre chute de plain-pied due à une collision avec, ou une poussée par un tiers",20,W03
W030,"autre chute de plain-pied due à une collision avec, ou une poussée par un tiers, domicile",20,W03
W031,"autre chute de plain-pied due à une collision avec, ou une poussée par un tiers, établissement collectif",20,W03
W032,"autre chute de plain-pied due à une collision avec, ou une poussée par un tiers, école et lieu public",20,W03
W033,"autre chute de plain-pied due à une collision avec, ou une poussée par un tiers, lieu de sport",20,W03
W034,"autre chute de plain-pied due à une collision avec, ou une poussée par un tiers, rue ou route",20,W03
W035,"autre chute de plain-pied due à une collision avec, ou une poussée par un tiers, zone de commerce",20,W03
W036,"autre chute de plain-pied due à une collision avec, ou une poussée par un tiers, local industriel et chantier",20,W03
W037,"autre chute de plain-pied due à une collision avec, ou une poussée par un tiers, exploitation agricole",20,W03
W038,"autre chute de plain-pied due à une collision avec, ou une poussée par un tiers, autres lieux précisés",20,W03
W039,"autre chute de plain-pied due à une collision avec, ou une poussée par un tiers, lieu sans précision",20,W03
W04,"chute, en étant porté ou soutenu par des tiers",20,W04
W040,"chute, en étant porté ou soutenu par des tiers, domicile",20,W04
W041,"chute, en étant porté ou soutenu par des tiers, établissement collectif",20,W04
W042,"chute, en étant porté ou soutenu par des tiers, école et lieu public",20,W04
W043,"chute, en étant porté ou soutenu par des tiers, lieu de sport",20,W04
W044,"chute, en étant porté ou soutenu par des tiers, rue ou route",20,W04
W045,"chute, en étant porté ou soutenu par des tiers, zone de commerce",20,W04
W046,"chute, en étant porté ou soutenu par des tiers, local industriel et chantier",20,W04
W047,"chute, en étant porté ou soutenu par des tiers, exploitation agricole",20,W04
W048,"chute, en étant porté ou soutenu par des tiers, autres lieux précisés",20,W04
W049,"chute, en étant porté ou soutenu par des tiers, lieu sans précision",20,W04
W05,chute d'un fauteuil roulant,20,W05
W050,"chute d'un fauteuil roulant, domicile",20,W05
W051,"chute d'un fauteuil roulant, établissement collectif",20,W05
W052,"chute d'un fauteuil roulant, école et lieu public",20,W05
W053,"chute d'un fauteuil roulant, lieu de sport",20,W05
W054,"chute d'un fauteuil roulant, rue ou route",20,W05
W055,"chute d'un fauteuil roulant, zone de commerce",20,W05
W056,"chute d'un fauteuil roulant, local industriel et chantier",20,W05
W057,"chute d'un fauteuil roulant, exploitation agricole",20,W05
W058,"chute d'un fauteuil roulant, autres lieux précisés",20,W05
W059,"chute d'un fauteuil roulant, lieu sans précision",20,W05
W06,chute d'un lit,20,W06
W060,"chute d'un lit, domicile",20,W06
W061,"chute d'un lit, établissement collectif",20,W06
W062,"chute d'un lit, école et lieu public",20,W06
W063,"chute d'un lit, lieu de sport",20,W06
W064,"chute d'un lit, rue ou route",20,W06
W065,"chute d'un lit, zone de commerce",20,W06
W066,"chute d'un lit, local industriel et chantier",20,W06
W067,"chute d'un lit, exploitation agricole",20,W06
W068,"chute d'un lit, autres lieux précisés",20,W06
W069,"chute d'un lit, lieu sans précision",20,W06
W07,chute d'une chaise,20,W07
W070,"chute d'une chaise, domicile",20,W07
W071,"chute d'une chaise, établissement collectif",20,W07
W072,"chute d'une chaise, école et lieu public",20,W07
W073,"chute d'une chaise, lieu de sport",20,W07
W074,"chute d'une chaise, rue ou route",20,W07
W075,"chute d'une chaise, zone de commerce",20,W07
W076,"chute d'une chaise, local industriel et chantier",20,W07
W077,"chute d'une chaise, exploitation agricole",20,W07
W078,"chute d'une chaise, autres lieux précisés",20,W07
W079,"chute d'une chaise, lieu sans précision",20,W07
W08,chute d'un autre meuble,20,W08
W080,"chute d'un autre meuble, domicile",20,W08
W081,"chute d'un autre meuble, établissement collectif",20,W08
W082,"chute d'un autre meuble, école et lieu public",20,W08
W083,"chute d'un autre meuble, lieu de sport",20,W08
W084,"chute d'un autre meuble, rue ou route",20,W08
W085,"chute d'un autre meuble, zone de commerce",20,W08
W086,"chute d'un autre meuble, local industriel et chantier",20,W08
W087,"chute d'un autre meuble, exploitation agricole",20,W08
W088,"chute d'un autre meuble, autres lieux précisés",20,W08
W089,"chute d'un autre meuble, lieu sans précision",20,W08
W09,chute du haut d'agrès équipant un terrain de jeux,20,W09
W090,"chute du haut d'agrès équipant un terrain de jeux, domicile",20,W09
W091,"chute du haut d'agrès équipant un terrain de jeux, établissement collectif",20,W09
W092,"chute du haut d'agrès équipant un terrain de jeux, école et lieu public",20,W09
W093,"chute du haut d'agrès équipant un terrain de jeux, lieu de sport",20,W09
W094,"chute du haut d'agrès équipant un terrain de jeux, rue ou route",20,W09
W095,"chute du haut d'agrès équipant un terrain de jeux, zone de commerce",20,W09
W096,"chute du haut d'agrès équipant un terrain de jeux, local industriel et chantier",20,W09
W097,"chute du haut d'agrès équipant un terrain de jeux, exploitation agricole",20,W09
W098,"chute du haut d'agrès équipant un terrain de jeux, autres lieux précisés",20,W09
W099,"chute du haut d'agrès équipant un terrain de jeux, lieu sans précision",20,W09
W10,chute dans et d'un escalier et de marches,20,W10
W100,"chute dans et d'un escalier et de marches, domicile",20,W10
W101,"chute dans et d'un escalier et de marches, établissement collectif",20,W10
W102,"chute dans et d'un escalier et de marches, école et lieu public",20,W10
W103,"chute dans et d'un escalier et de marches, lieu de sport",20,W10
W104,"chute dans et d'un escalier et de marches, rue ou route",20,W10
W105,"chute dans et d'un escalier et de marches, zone de commerce",20,W10
W106,"chute dans et d'un escalier et de marches, local industriel et chantier",20,W10
W107,"chute dans et d'un escalier et de marches, exploitation agricole",20,W10
W108,"chute dans et d'un escalier et de marches, autres lieux précisés",20,W10
W109,"chute dans et d'un escalier et de marches, lieu sans précision",20,W10
W11,chute sur ou d'une échelle,20,W11
W110,"chute sur ou d'une échelle, domicile",20,W11
W111,"chute sur ou d'une échelle, établissement collectif",20,W11
W112,"chute sur ou d'une échelle, école et lieu public",20,W11
W113,"chute sur ou d'une échelle, lieu de sport",20,W11
W114,"chute sur ou d'une échelle, rue ou route",20,W11
W115,"chute sur ou d'une échelle, zone de commerce",20,W11
W116,"chute sur ou d'une échelle, local industriel et chantier",20,W11
W117,"chute sur ou d'une échelle, exploitation agricole",20,W11
W118,"chute sur ou d'une échelle, autres lieux précisés",20,W11
W119,"chute sur ou d'une échelle, lieu sans précision",20,W11
W12,chute sur ou d'un échafaudage,20,W12
W120,"chute sur ou d'un échafaudage, domicile",20,W12
W121,"chute sur ou d'un échafaudage, établissement collectif",20,W12
W122,"chute sur ou d'un échafaudage, école et lieu public",20,W12
W123,"chute sur ou d'un échafaudage, lieu de sport",20,W12
W124,"chute sur ou d'un échafaudage, rue ou route",20,W12
W125,"chute sur ou d'un échafaudage, zone de commerce",20,W12
W126,"chute sur ou d'un échafaudage, local industriel et chantier",20,W12
W127,"chute sur ou d'un échafaudage, exploitation agricole",20,W12
W128,"chute sur ou d'un échafaudage, autres lieux précisés",20,W12
W129,"chute sur ou d'un échafaudage, lieu sans précision",20,W12
W13,chute du haut d'un bâtiment ou d'un autre ouvrage,20,W13
W130,"chute du haut d'un bâtiment ou d'un autre ouvrage, domicile",20,W13
W131,"chute du haut d'un bâtiment ou d'un autre ouvrage, établissement collectif",20,W13
W132,"chute du haut d'un bâtiment ou d'un autre ouvrage, école et lieu public",20,W13
W133,"chute du haut d'un bâtiment ou d'un autre ouvrage, lieu de sport",20,W13
W134,"chute du haut d'un bâtiment ou d'un autre ouvrage, rue ou route",20,W13
W135,"chute du haut d'un bâtiment ou d'un autre ouvrage, zone de commerce",20,W13
W136,"chute du haut d'un bâtiment ou d'un autre ouvrage, local industriel et chantier",20,W13
W137,"chute du haut d'un bâtiment ou d'un autre ouvrage, exploitation agricole",20,W13
W138,"chute du haut d'un bâtiment ou d'un autre ouvrage, autres lieux précisés",20,W13
W139,"chute du haut d'un bâtiment ou d'un autre ouvrage, lieu sans précision",20,W13
W14,chute du haut d'un arbre,20,W14
W140,"chute du haut d'un arbre, domicile",20,W14
W141,"chute du haut d'un arbre, établissement collectif",20,W14
W142,"chute du haut d'un arbre, école et lieu public",20,W14
W143,"chute du haut d'un arbre, lieu de sport",20,W14
W144,"chute du haut d'un arbre, rue ou route",20,W14
W145,"chute du haut d'un arbre, zone de commerce",20,W14
W146,"chute du haut d'un arbre, local industriel et chantier",20,W14
W147,"chute du haut d'un arbre, exploitation agricole",20,W14
W148,"chute du haut d'un arbre, autres lieux précisés",20,W14
W149,"chute du haut d'un arbre, lieu sans précision",20,W14
W15,chute d'une falaise,20,W15
W150,"chute d'une falaise, domicile",20,W15
W151,"chute d'une falaise, établissement collectif",20,W15
W152,"chute d'une falaise, école et lieu public",20,W15
W153,"chute d'une falaise, lieu de sport",20,W15
W154,"chute d'une falaise, rue ou route",20,W15
W155,"chute d'une falaise, zone de commerce",20,W15
W156,"chute d'une falaise, local industriel et chantier",20,W15
W157,"chute d'une falaise, exploitation agricole",20,W15
W158,"chute d'une falaise, autres lieux précisés",20,W15
W159,"chute d'une falaise, lieu sans précision",20,W15
W16,plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion,20,W16
W160,"plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, domicile",20,W16
W161,"plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, établissement collectif",20,W16
W162,"plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, école et lieu public",20,W16
W163,"plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion, lieu de sport",20,W16
